filename,category,text
101678,rec.autos,"in a previous article daniel u holbrook says i m sorry as i have never heard of any of this guess they don t think
it s important enough for a classroom and i was going on what i ve seen
in pics some movies real nice scource there huh i just always recall thinking that good roads of asphalt didn t come around til the
interstate hiway act or whatever they called it s and that wood and
cobblestone roads were fairly rare up through the depression except in
overpopulated places like england and us cities obviously netwisdom
says i am wrong i knew it was almost always done but i knew of no reason that it might not
be done the other way by desoto for their car seems like they had some
other deviations from the norm too at times thanx for corrrecting me and again i aplogize for harebraned post drew"
101679.eml,rec.autos,"we re talking about insurance agents from bumf k illinois st farm is
hq ed in bloomington what the hell do they know about cars both are
sports cars"
101680.eml,rec.autos,"awww right you want all the home mechanics lined up against a wall and
shot eh bull pucky you chicken read the service manual and get your head out of the
sand certainly there are tools for the job that are cheaper than an alignment
rack that do the job as competently albeit not as swiftly if not
more accurate due to the natural pride an owner mechanic places on his work you can do an acceptable job of aligning a car using simple tools and
some imaginative work that would never have the effect of endangering
anyones life the worst that happens is that your tires wear oddly well you could have the wheels aiming totally pigeon toed and not be able
to steer the car raise your hands those that think their vision is
so poor that they would screw up this badly i bet you are one of those people that feels that honing a cylinder wall
with sand paper will kill millions of people it aint magic go take the
certification course and look at the people that have never learned to add
in their whole life that are taking the certification btw i am disgusted at the colt and some of the other chrysler offerings because they go out of alignment if you sneaze at them my chrysler
laser similar to the daytona a reskinned colt needed a realignment every months bolt a good grade x to each wheel using a carefully welded
spacer jig measure toe in adjust to manufacturer specs camber a bit more
difficult to adjust and measure i used a micrometer to measure the
space between the rim and a funky bent up pipe that could be placed on
upper and lower portions of the rim on the inside of wheel hard to explain this same tool could be used instead of the x s i had made these tools up right after the last alignment done professionally so i had a reference that
the original poster might not ciao mark"
101681.eml,rec.autos,"mike seningen the funny thing about the digital dash t bird with the mph speedo limit was that if you pressed the button to convert to kilometers it would read all the way up to kph at this point the stock anemic would get short of breath this of course was equivalent to about mph hehe i bet i really coulda confused this thing if i d toyed with the engine and rolled
the stupid thing the digits were limited to i ve gotta agree with ya on the analog clock w digital dash though my
girlfriend had a turbocoupe with a digital clock and analog gauges radio go figure usenet administrator i had a great feature on my t bird i could pull the key out and leave the ignition on this scared the hell out of me the first time it
happened but i kinda grew to like it musta been a bad key copy or something mark novakovic"
102733.eml,rec.autos,"recently manufactured locomotives have wheel slip detection systems
that use frequencies shared with police radar i forget which band these will set off your radar detector if you get close enough though
i believe the range is pretty short btw railroad police sometimes use radar to check for speeding trains just like regular police check for speeding cars although the
intent here is for safety not revenue collection unlike with cars"
102734.eml,rec.autos,"well if you want to stick the nose of your car up the ass of a foot semi i
suppose it s your neck however i m not going to let you kill me in the bargain if you get frustrated by somebody delaying your inevitable death due to less that
wise driving practices then tough thank god for the fourth of july for it yearly rids the earth of a considerable
load of fools mark twain"
102735.eml,rec.autos,"you can avoid these problems entirely by installing an oil drain valve in
place of the bolt i have one on both of my cars there have been no
leaks in miles combined miles on both cars"
102736.eml,rec.autos,"sorry i can t help you with your question but i do have a comment to
make concerning aftermarket a c units i have a frost king or frost temp forget which aftermarket unit on my cavalier and am quite unhappy with
it the fan is noisy and doesn t put out much air i will never have
an aftermarket a c installed in any of my vehicles again i just can t
trust the quality and performance after this experience les"
102737.eml,rec.autos,"i d like to see you use this method on a couple of semi drivers if they see you they usually acknowledge by sticking their hand out the window with their middle
finger extended because it is also obvious to them that there is no clear lane
ahead h h m"
102738.eml,rec.autos,a while back i asked for help in defending a traffic ticket i received in short the ticket was for not stopping at a stop sign given the conditions i could not stop in time and decided instead of sliding right through the intersection i would complete my right turn and avoid a possible accident a police cruiser happened to be approaching the intersection from my left and gave me the ticket the officer said the only reason that you even slowed down in the first place was that you saw me approaching otherwise you would have bombed right through i would like to thank all those who responded favorably to my request for help to all of those who told me to bite the bullet and pay the fine phghghghgh the judge sided with me and decided that in this case not stopping was the safest thing to do and found me not guilty the officer s statement and my account of the conditions at the time very slippery backed by newpaper weather conditions were the factors what made the judge decide on his verdict moral if you have never been to court before and you think you have a case go for it it is a very interesting process and it is there for your benefit exercise your rights trev
102739.eml,rec.autos,"i had exactly the same problem with a horizon third gear would
just disengage engine would rev up kind of disconcerting i sold that car quite a few years back but the memory of that tranny
sticks with me it also had a clutch chatter in first that the dealer
could not fix if the lemon law had been in place then that car
would have been covered i have had several jap cars since then figuring the horizon was my
contribution to the american auto companies and have never seen any
bad behavior with the exception of a toyota tercel with a bit of
clutch chatter that they did fix on the first try anyway from that day forward i have sworn that i would never
purchase another american car with a standard american manufacturers
don t have a clue on how to manufacture five speed transmissions and
have been doing the automatics much longer and on many more cars however i hate automatics so i am still buying jap cars not sure this is any help but other cars do this too cheers larry"
102740.eml,rec.autos,"i have a regal and i am interested in buying
a fiberglass hood trunk and bumpers for it does anybody
know of a company who makes fiberglass parts for regals thanks in advance mike"
102741.eml,rec.autos,"this makes sense radar pointed down because almost every train i pass head on that triggers
my radar detector does so more just after i have passed the front of the engine i get a little of the reflections as i am approaching and the instant i get to
the side of the first engine the detector receives a fairly strong signal for
a short time it happens with just about every train i see"
102742.eml,rec.autos,"i consulted with someone working on an electronic odometer the
design was to use a microprocessor based system to write a somewhat
ofuscated pattern into an eeprom the idea was to make the circuit
difficult to program arbitrary values into the eeprom the
secondary purpose acutally the primary purpose from the standpoint
of practicality was to distributed the writes so as to avoid
exceeing the maximum number of writes fof the eeprom being used the microprocessor also ignored pulses coming from the hall effect
at a rate any higher than mph so as to make spoofing the reading
by bench pulsing at least somewhat undesirable this was for an
automobile that was not expected to ever exceed mph in
operation the case of course might not be the same for your rx the ecm modules of some cars do indeed store info about conditions
under which cars have been operated since steering angle and
velocity data etc is available it would not be difficult to
collect all sorts of interesting demographic information about the
drivers use of the car i am not aware of any manufacturer
currently trying to enforce warranty restrictions based on reading
out use data from the ecm while it could be a potential invasion
of your privacy for manufacturers to have access to data about your
driving style it could also provide valuable information from
actual field use conditions to help engineer more appropriate cars i personally wouldn t mind the dealer collecting my driving
demographics as long as it is done in an anonymous fashion"
102743.eml,rec.autos,"in a previous article steven a morris says what do you find so wrong with the flat in the subaru s or the flat for that
matter"
102744,rec.autos,"howdy i m a little new to this newsgroup but i would like to tap some of the
knowledge and expertise available here the subject after market cruise controls the background i recently broke my ankle in a road bicycling accident places five screws yuk in two weeks i will be returning to texas my
home from my school byu in provo utah as you can imagine trying to
drive nearly miles with a broken right ankle isn t just the epitome of
a good time my car does not have a cruise control so i would have to do
all the pedalling ha ha with my messed up ankle my question what is the general opinion of after market cruise control units i
realize that a cheap cc cruise control from say pep boys isn t going to
be as good as a factory or professionally installed unit if there is such a
thing and i uderstand that i probably can t expect much in the way of
accuracy looks and that sort of thing but anything s gotta be better than
trying to drive with a hosed ankle i have a jeep cherokee speed standard l engine with
kettering sp ignition y know distributor cap rotor that set up not
electronic maybe you could ve guessed it being an but i m just trying
to give information as completly as i can i found a cc unit for bucks it seems to use the vehicles vacuum system instead of an electric servor motor is this good or bad if i did buy
this cc which vacuum hose should i tap it has two speed sensors one magnetic and one that gets a signal from the negative side of the distributor kinda like a tach pick up or so i
understand i can use either one which is best the manual says i read
it in the store today that the magnetic axle set up is more accurate but
harder to install is there really a big difference it has a sensor for the brake pedal just like other ccs but does not have a
sensor for the clutch pedal so if i wasn t paying real close attention i
might push the clutch in while the cruise is trying to get the speed up which
would wind the engine up kinda high until i got my wits about me and turned the thing off i m pretty coordinated so this doesn t bother me if it
were for my girlfriends car then it would bother me but i m ok with it the installation also calls for an attachment to a steady on brake signal
and a switched on brake signal i think i can get a switched brake signal
from the correct side of the brake light blade fuse am i right but i m
not sure where to get the steady on brake signal or for that matter what
exactly it is any ideas as to what the manufaturer wants and where to get
it i think i can figure the other things out like how to hook up the negative
side tach type sensing gizmo and the cabin control unit and the ground and
all that miscellaneous business but i need a little help with is it worth the money and safety risk if any for such a device is there any particularly good after market cc are professionally installed ccs signifacantly better and worth the cabbage if the unit i saw sorry no manufacturer or model number just that it is at pep boy and its is sufficient for my simple needs how do i get the thing installed properly specifically the questions above my father and i built a veep volkswagen powered jeep cj a when i was in
high school so i consider myself fairly good with tools electronics and
cars so the installation doesn t scare me i just want to be certain that
i get the thing installed correctly as my cherokee is just a wee bit more
complicated than my veep i appreciate your time in reading my post and i would appreciate any
expertise or opinion anybody has on the subject if you would like to share
some of your wisdom please email as i don t get over this group very often but i check my mail all the time again thanks for any help anyone may have mike wieda"
102745.eml,rec.autos,"rob reilly this is just not so many of the earliest cars had their steering
controls in the center of the vehicle and there is no discernible
pattern of left or right hand steering controls until a few years into
the th century when in america at least left hand wheels became the
pattern the mule team or horses i imagine explanation however seems to have some merit dan carnegie mellon university
applied history this coffee plunges into the stomach the mind is aroused and
ideas pour forth like the battalions of the grand army on the field
of battle memories charge at full gallop the light cavalry
of comparisons deploys itself magnificently the artillery of logic
hurry in with their train of ammunition flashes of wit pop up like
sharp shooters honore de balzac cups day"
102746.eml,rec.autos,in a previous article says you must be incredibly bored have you considered reading the phone book
102747.eml,rec.autos,"in a previous article scott dexter says yet another jeep wannabe designed for yuppies who will never take it off road but want
to look outdoorsey"
102748.eml,rec.autos,in a previous article says you must be incredibly bored have you considered reading the phone book
102749.eml,rec.autos,"how about those toneau covers i ve been thinking of building one
from chipboard for roadtrips any comment on how they affect
mileage in highway travel charles"
102750.eml,rec.autos,"i have a chevy sprint with a c and doors it s odometer turned k
and the sensor light started blinking i went to the dealer and he said
it was a maintenance light saying i need to change the oxygen sensor he
said it is to be changed every k but since i bought the car when it
had k i don t know if the same thing happened at k and k he
quoted for the part and to install it the part cost outside but the mechanic i went to could not fix it saying the sensor
is placed too deep in the engine parts he suggested i wait till it
malfunctions before i do anything if anyone out there owns a chevy
sprint i want to know how they got their oxygen sensors changed also did you face any problem with fixing it without the dealer s help also what are the results of the oxygen sensor malfunction any help would be greatly apprecisted thanks nagesh"
102751.eml,rec.autos,"in addition to restricted mileage many classic insurance carriers also require
that the vehicle be garaged when not in use ericy"
102752.eml,rec.autos,"yes but then someone would have no problem draining your oil in a parking lot all they have to do is reach underneath turn a valve and forget the trip home but there is less likelyhood they have a wrench with them i personally recommend installing a special locking drain plug to keep
vandals away steve"
102753.eml,rec.autos,"well before we start calling the engineering folks in france a bunch of
braindeads for this my mercury capri had this lovely feature this was not the earlier
german variant but the newer one that was identical to the mustang of current fame i can t tell you how many times this feature pissed me off come to think of it my brothers zepher had this as well robert dilmore"
102754.eml,rec.autos,"i don t know about trains but i ve saw a sign on the back of a
greyhound bus that warns you that your radar detector may be set off it doesn t explain why but it does set off my radar detector"
101725,rec.motorcycles,"suggest mcquires plastic polish it will help somewhat but nothing will remove deep scratches without making it worse than it already is mcquires will do something for fine or light stuff also suggest calling your local plastic shop in calif tap plastic is
a chain that carries most of what is needed for repair and sometimes
replacement of plastic bits telephone in the bay area is i m not sure how amenable they are to shipping i have found that they
have several excellent products for cleaning and removing crap from
windscreens and face shields also they have one called lift it which
works real well in removing sticky stuffs such as adhessives from plastic
wihtout scratching same luck jonathan jefferies"
102616.eml,rec.motorcycles,"this is a periodic posting intended to answer the frequently asked
question what is the dod it is posted the first of each month with
an expiration time of over a month thus unless your site s news
software is ill mannered this posting should always be available this witdodfaq is crossposted to all four rec motorcycles groups in an
attempt to catch most new users and followups are directed to
rec motorcycles last changed feb to add a message from the kotl and a bit of
halon version this collection was originally assembled by lissa shoun from the
original postings with lissa s permission i have usurped the title of
kotwitdodfaq any corrections additions bribes etc should be aimed at"
103117.eml,rec.motorcycles,"i hate to admit this and i m still mentally kicking myself for it i rode the brand new k rt home last friday night miles in rain and darkness no problems got it home and put it on the center stand the next day i pushed it off the center stand in preparation for going over to a friend s house to pose you guessed it it got away from me and landed on its right side scratched the lower fairing cracked the right mirror and cracked the upper fairing damn am i stupid it s going to cost me to get the local body shop to fix it and that is after i take the fairing off for them still that s probably cheaper than the mirror alone if i bought a replacement from bmw you got off cheap my sister s ex boyfriend was such an incessant pain
in the ass about wanting to ride my bikes no way jose that i
finally took him to lindner s bmw in new canaan ct last fall where
i had seen a nice used k rs in perfect condition after telling
everyone in the shop his norton war stories from fifteen years ago signing the liability waiver and getting his pre flight off he went well not quite i walked out of a pizza shop up the street feeling good about myself made my sister s boyfriend happy and got
the persistent wanker off my ass for good heard the horrendous
racket of an engine tortured to its red line and then a crash i
saw people running towards the obvious source of the disturbance jeff laying under the bmw with the rear wheel spinning wildly and
someone groping for the kill switch i stared in disbelief with
a slice hanging out of my mouth as matty the shop manager slid
up beside me and asked friend of yours steve shit matty it could have been worse that could been my flhs jeff hadn t made it inches witnesses said he lifted his feet
before letting out the clutch and gravity got the best of him jeff claimed that the clutch didn t engage matty was quick while jeff was still stuttering in embarrassed shock he managed
to snatch jeff s credit card for a quick imprint and signature twenty
minutes later when jeff s color had paled to a flush matty
presented him with an estimate of for a busted right mirror
and a hairline crack in the fairing that was for fixing the crack
and masking the damaged area not a new fairing or he could buy the
bike i m not sure what happened later as my sister split up with jeff shortly
afterwards to hook up with another piece of work except that matty
told me he ran the charge through in december and that it went
uncontested"
103118.eml,rec.motorcycles,"i am happy to say that some harley riders in our area are better than most
that are flamed about here i riding a lowly sport bike no less and my
girlfriend were the recipient of no less than twenty waves from a group of
at least twenty five harley riders i was leading a group of about four
sport bikes at the time fj cbr rr vfr i initiated some of the
waves but not all it was a perfect day and friendly riders despite some
brand differences made it all the better randy davis email zx pilot uunet ucsd megatek randy
dod"
103119,rec.motorcycles,how about a geeky temporary tatoo i mean why should the rubs be exempt from a little razzing john stafford minnesota state university winona all standard disclaimers apply
103120.eml,rec.motorcycles,"re waving i must say that the courtesy of a nod or a wave as i meet other bikers while
riding does a lot of good things to my mood while riding is a lot of fun by
itself there s something really special about having someone say to you hey it s a great day for a ride isn t it wonderful that we can spend some time
on the road on days like this with a gesture was sunny today for the first time in a week took my bike out for a spin down
to the local salvage yard bike shop ran into about other people who were
down there for similar reasons there s this great stretch of road on the way
down there no side streets lotsa leaning bends went on an
impromptu coffee and bullshit run down to puyallup with a batch of people who i didn t know but who were my kinda people nonetheless as a fellow commented to me while i was admiring his bike hey it s not
what you ride it s that you ride as long as it has wheels and an engine
it s the same thing"
103121.eml,rec.motorcycles,hr drink for the first drinks hours drink for the next drinks hours drink for the rest these are fairly cautious guidelines and will work even if you happen to have a low tolerance or body mass i think the cops and don t you dare drink drive tm commercials will usually say hr drink in general but after about drinks and hrs you could very well be over the legal limit watch yourself mike
103122.eml,rec.motorcycles,"every bit as fast as a dirtbike in the right terrain and we eat
flies thank you then why does it go down so do most helmetless motorcyclists helmetless goggleless"
103123.eml,rec.motorcycles,"i was raised in the south and i can attest that this is true why on
one particularly hot day as i was walking along the road some good
ole boys in a truck tossed me a cold beer of course they were going mph at the time bikers wave to bikers the world over whether or not harley riders
wave to other bikers is one of our favorite flame wars"
103124.eml,rec.motorcycles,"that sounds like an awfully closed minded intolerant attitude i m not a redneck but try a walk in their shoes first stereotypes
are usually of very limited value i ve seen as many ignorant
self righteous open minded new age lovers of the great planet earth
as i have ignorant red necks i don t see a correlation i don t
believe that the redneck culture if you can call it that is
necessarily inferior or superior to any other i gotta have a beer i m making too much sense next thing you know i ll be preaching tolerance and i m a conservative jack waters ii
dod i don t fear the thief in the night its the one that comes in the afternoon when i m still asleep that i worry about"
103125.eml,rec.motorcycles,"in a previous article don fearn says when i got my knee rebuilt i got back on the street bike asap i put
the crutches on the rack and the passenger seat and they hung out back a
long way just make sure they re tied down tight in front and no problemo"
103126.eml,rec.motorcycles,"i don t think the sold very well most north americans who ride a standard
rather than a sport bike usually want something bigger people walk into the
dealership look at the and the and say i might as well spring the
extra bucks for the bigger engine"
103127.eml,rec.motorcycles,"in a previous article david svoboda says you talking bout the same noemi i know she makes me think of big bore
hand guns and extreme weirdness this babe rode a csr across the desert and
a borrowed xl on the death ride don t fuck with her man your making a big
mistake"
103128.eml,rec.motorcycles,"first i thought it was an rc a hawk modified by two brothers racing but i did not think that they made this huge tank for it additionally as someone who was told quite firmly by honda sales service weenies
that there is no larger tank available for the hawk i have a hawk with the puny gal tank i d be very interested to know if
there is any decent aftermarket solution i d love to have at least
a gal tank"
103129.eml,rec.motorcycles,"this is a despicable lie it was sunny on rd july from am
to am i made a note of it diaries are never wrong do you by any chance ride a harley just a feeling how is your neck calamine lotion is good i m told i am getting bored with winding up americans its like bombing fish
in a barrel haaaaaaaaaaave a niiiiiiiiiiiiiiice daaaaaaaaaaaaaaaaaaaaaay andy"
103130.eml,rec.motorcycles,hmm if i did this would i be able to take the outriggers off
103131.eml,rec.motorcycles,"the best boring old farts prefer the breeze fm salt
lake city wonderfully catatonic i wanted to take the whole station
back with me in my flight bag especially the girlie with the sexy
voice who did the morning show"
103132.eml,rec.motorcycles,i only just prevented myself from diving in on this one
103133.eml,rec.motorcycles,"hi ravi if you need a harley we have lots to spare here all the yuppies
bought the best a couple of years ago to pose at the s wine
bar they rode a mile and walked the rest called a taxi home and went back to the porsche so there s are loads going cheap with about miles on the clock takes a while to coast to a halt cheers andy p s you get a better class of people on gs s anyway"
103134.eml,rec.motorcycles,"even a half a beer will increase your confidence while slugging your reactions
and judgement not much maybe but its hard enough to stay alive out there
for any length of time without stacking the odds i ll not ride after any"
103135.eml,rec.motorcycles,"damn right i was late for a climbing meet one morning so i got
out of bed without bothering that my right foot was still asleep it reminded me by folding underneath with a crunching of metatarsals lucky the brake s on the right but i got funny looks riding thru london with one leg held aloft climbing wasnt a problem the best splint in the world is a tight
climbing shoe"
103136.eml,rec.motorcycles,if you can remember to tuck properly the bits that are going to take most punishment with the gear you have will probably be your feet then hips and knees get boots then trousers the gloves come last as long as you ve the self control to pull your arms in when you tuck if not get good gloves first hands are very easily wrecked if you put one down to steady your fall at mph the other bits heal easier once you are fully covered you no longer tuck just lie back and enjoy the ride best of all take a mean of all the contradictory answers you get
103137.eml,rec.motorcycles,"there is a new dod listing to get a copy use one of these commands finger or mail if you send mail make sure your from line is correct ie man vacation i will not try at all to fix mail problems unless they are mine and i
may just publicly tell the world what a bad mailer you have i do scan the mail to find bounces but i will not waste my time answering your questions or requests for those of you that want to update your entry or get a contact the kotl only the kotl can make changes so stop bothering me with inane mail i will not tell what dod is ask rec motorcycles i do not give out the s laszlo nemeth hey my tool works yeah you can quote me on that from flashbacks free drugs dod uid"
103138.eml,rec.motorcycles,"and if the lord god almighty parted the sky and make a personal
appearance at their board of directors meeting they would also change
their policies the odds are about equal you ll be extremely lucky if you ever get one through"
103139.eml,rec.motorcycles,"i remember seeing an artical on large engine oil requirements and one of the ways of prolonging
the life of the oil was to run through a heated
un presurized chamber to allow water and volitiles
to boil off this made such long term usage of oil practical isn t the discovery channel great"
103140.eml,rec.motorcycles,"ok i saw a bike today and i want to know what it is lets begin
by saying that its whole rear end was definately hawk additionally it had a cbr rr style tank full fairing and only a tach now at
first i thought it was an rc a hawk modified by two brothers racing but i did not think that they made this huge tank for it additionally the gauges were certainly not from a hawk they looked much more like rr gauges overall the bike looked like a rr except for the
rear single sided swingarm and wheel there were straight from the hawk so what did i see ps for any of you boulder doders i saw it parked at the engineering
center today it is white with light green stripes"
103141.eml,rec.motorcycles,"and noemi makes me think of cuddle not kotl dave svoboda we re bad t the bone concours mmmmmmmmmm bad t the bone rz ring ding woops universally feared
ama dod cog chicago denizen warcry"
103142.eml,rec.motorcycles,"paraphrase of initial post can i fight a speeding ticket in court my reply fight your ticket california edition by david brown st ed berkeley ca nolo press the second edition is out but not in ucb s library good luck let
us know how it goes abd"
103143.eml,rec.motorcycles,h brand new top end chambers clean black paul please do not contact this email address contact the seller cheers dave
103144.eml,rec.motorcycles,"no need to appologise as a matter of fact
this reminds me to bring up something i
have found consistant with dogs most of the time they do not like having
me and my bike anywhere near them and will
chase as if to bite and kill an instructor once said it was because the sound from a bike was painfull to their ears as silly as this seams no other options
have arrizen net wisdom"
103145.eml,rec.motorcycles,hey i like quiche even if i did have to look at your note to spell it assumed correctly really you tough guys are all the same mommy curtis is making fun of ferns again
103146.eml,rec.motorcycles,"i ll put in a vote for the latter a bike
takes a lot of involvement and i for one
do not want any accident to be my fault i remember one artical where the reviewer
tried the radio on the bike not having had
one on any of his he stated that the bike
tended to go faster when the music was good i agree having felt like this my self and this was not a physical imparement like
drinking just the emotional lift from music first rule of ecology there is never only one side effect ride well"
103147.eml,rec.motorcycles,"what astounded me on moving to the left coast from
the right coast was to actually get waves from
harley riders no really i remember the first time
as a truely memorable event it might have something to do with the no i refuse to bring that up again thanks evo for being a harley rider that waves
first"
103148.eml,rec.motorcycles,like there s a faq for this
103149,rec.motorcycles,"ed s heading out on the highway did he finally buy a bike or is he a passanger jeff andle dod kz intermittentnet access arranged through bowdoin college please reply
via e mail since a followup might expire before i see the net again"
103150,rec.motorcycles,"i don t know about the dinky little zephyr s but the now
the zr looks alot like my z kz the one i drooled over
at tri sports in topsham me was a looker yes mercury axed the zephyr name guess a lot of aging republicans
wanted a zephyr and confused the mercury with the kawasaki oh
well they re better off with the kawasaki anyways maybe it ll shake the
stick out of their asses and make libertarians out of them as to the gpz zephyr the only gpz i ve seen had the ball buster
gas tank profile not the smooth saddle to gas tank transition motorcyclist claims the zephyr zr is the modernized z kz from the
seventies jeff andle dod kz intermittentnet access arranged through bowdoin college please reply
via e mail since a followup might expire before i see the net again"
103151.eml,rec.motorcycles,"hpcc rec motorcycles cookson pm apr all right people this inane bug wibbling is just getting to much i
propose we split off a new group rec motorcycles nutrition to deal with the what to do with squashed bugs thread"
103152,rec.motorcycles,"that i did not do however the sample bolt i took to the store fit
rather well in the following open end wrench box end wrench point normal socket i take that as meaning it s a bolt head yup at a socket i want the thing to fit later"
103153,rec.motorcycles,"well at least i damaged my own bike if i had done it to someone else s property i d really feel like a jerk as it is i just feel stupid i don t mean to be a cynic but you may want to reconsider having the body work done right away the same type of thing may happen again wait till you get used to the bike etc well i waited a whole week to take the pastic bits off and take them
to the body shop is that long enough"
103154.eml,rec.motorcycles,"i ll post a summary after i get enough information i ll include
tips like how to know when the monkey is pulling your leg shouldn t
monkey s have to be bonded and insured before they work on bikes jack waters ii
dod i don t fear the thief in the night its the one that comes in the afternoon when i m still asleep that i worry about"
103155.eml,rec.motorcycles,what is the flank drive everyones talking about
103156.eml,rec.motorcycles,"more like those who use their backs instead of their minds to make
their living who are usually ignorant and intolerant of anything outside
of their group or level of understanding"
103157.eml,rec.motorcycles,"dean there s an old engineering saying concerning inventions and
wheels contact he s done several runs of patches and there is
some patch making company out there with the artwork already set up and
paid for"
103158.eml,rec.motorcycles,"didn t you read the instructions first you re supposed to spray it in your ears so you won t be
distracted by the chain noise of the other bikes around you that s why it s called chain wax chuck rogers"
103159,rec.motorcycles,"to go one step further you could write roland slabon pres of the
vintage bmw motorcycle owners ltd at p o box exeter new hampshire and he ll send you copy of the bimonthly rag with info as to where
to send your bucks if ya want to join as far as the price of s
beemers it varies wildly from a low of around for an unrestored
bike that still runs like an r or r to or so for a restored
r s don t listen to that bull about the old bmw s not being good enough to ride in todays world hell i m riding my r single
from mississippi to the bmw moa national rally in oshkosh wisconsin
on the nd of july this year sincerely craig vechorik
bmw moa ambassador bmw vintage bulletin tech editor dod real bmw s have round tail lights and roller cranks"
103160.eml,rec.motorcycles,really methinks somethings wrong with your bike perhaps you meant pull pushing the right side of my handlebars will send me left it should really i m sure others will take up the slack
103161.eml,rec.motorcycles,or little children at the market or is that the irish hard to keep all you not really english types straight
103162.eml,rec.motorcycles,"teflon is a dupont owned tradename for ptfe slick does
indeed use dupont teflon though some other brands of such
stuff may use imported ptfe of another brand teflon being a trade name should always by capitalized dupont disclaims any benefits of ptfe in the oil supply of internal combustion engines btw dave svoboda we re bad t the bone concours mmmmmmmmmm bad t the bone rz ring ding woops universally feared
ama dod cog chicago denizen warcry"
103163.eml,rec.motorcycles,"oh lord this is where i came in obcountersteer for some reason i ve discovered that pulling on the
wrong side of the handlebars rather than pushing on the other wrong
side if you get my meaning provides a feeling of greater control for
example rather than pushing on the right side to lean right to turn right hi lonny pulling on the left side at least until i get leaned
over to the right feels more secure and less counter intuitive maybe
i need psychological help obcountersteer v anyone else find it ironic that in the weekend and a night msf class they don t mention countersteering until after the
first day of riding"
103164.eml,rec.motorcycles,"moreover if two riders are riding together at the same speed one might be riding well beyond his abilities and the other
may have a safety margin left allan i know the circumstances of several of your falls on the ride when you fell while i was next behind you you made an error of judgement by riding too fast when
you knew the road was damp and you reacted badly when
you were surprised by an oncoming car that crash was
due to factors that were subject to your control i won t deny that there s a combination of luck and skill
involved for each of us but it seems that you re blaming
bad luck for more of your own pain than is warranted"
103165.eml,rec.motorcycles,"there s plenty of legroom on the kawasaki klr a bit
short in the braking department for spirited street riding but enough for dirt and for less agressive street stuff"
103166.eml,rec.motorcycles,"this thread brings back memorys of an expensive day in traffic court
a few years ago while i was waiting my turn to state my case and
plea of why i was going in a in my cage i had the opportunity
to listen to some of the creative excuses offered the judge by others after listening to a number of well i was passing a very slow truck
that suddenly speed up versions i decided that the judge had heard
just about every story in the book and then some he was less than
impressed with any of them this young rather burley looking guy had his docket read by a
rather drill sargent looking ohio state highyway patrol trooper he was clocked riding a motorcycle at a speed of mph in a mph
zone it was also noted that the defendant motorcycle rider had
alcohol on his breath but was not cited for this offence the judge looked over his half glasses purched on the end of his nose
and said in his sternest voice well son those are some pretty
fast speeds to be riding a motorcycle what do you have to say for
your self well sir meekly the defenant replied i just was over to my
buddys and we had a couple of beers and i was on my way home he offered nothing more or less just had a couple of beers and
was doing mph on his way home the judge moved by the simplicity of the response fined him the
maximum in this case plus court costs of course and ordered him
to attend remedial drivers training school isn t america great"
103167.eml,rec.motorcycles,"azw weight and size over rough roads is a definite no no if is starts to
azw drift you aint going to catch it mr bill says mrb if you re riding hard enough for this to be of concern then yes a
mrb lighter bike is more beneficial ms if you re not riding hard enough for this to be a concern are you
ms having any fun sure i ve never been much of a racerboy as anybody who s attended the
minibike spectacular can attest i get a great deal of satisfaction
in riding fast yet now so fast as to be overly concerned about not being
able to maintain a clean line and while i m still known to slide the
occasional tire i much prefer to stay just to the sticky side of that
line i ve found that i don t heal as well as i used to in days of yore btw how s the knee mrb anyway am i more likely to catch a than a not necessarily mrb tires road surface and rider ability are a much more important criteria ms actually big horsepower is just as likely to get you out of trouble
ms when it starts to drift as your puny body mass pushing on stuff a well
ms placed push from or horsepower can do a lot to straighten or change
ms in a beneficial way the trajectory of the bike rider system that s a quite true another plus for a bike the original thread i think damn circular threads ms go fast take chances ms ms mike s mr bill"
103168.eml,rec.motorcycles,"condom during wone of the times i had to go over my accident i
was asked if i was wearing protection my responces was yes i was wearing a condom laz"
103169.eml,rec.motorcycles,oh yes i m quite sure they will axel
103170.eml,rec.motorcycles,"or perhaps any planning at all hiya pete still got that cbx nice to hear from you again ouch this brings to mind one of the recommendations in the
hurt study because the rear of the gas tank is in close proximity
to highly prized and easily damaged anatomy hurt et al recommended
that manufacturers build the tank so as to reduce the er step function
provided when the rider s body slides off of the seat and onto the
gas tank in the unfortunate event that the bike stops suddenly and the rider doesn t i think it s really inspiring how the manufacturers
have taken this advice to heart in their design of bikes like the cbr rr and the gts a chuck rogers"
